selling_price,km_driven,seller_type,transmission,owner,mileage,engine,max_power,seats
90000,50000,Individual,Manual,Second Owner,16,995,63,5
250000,27000,Individual,Manual,First Owner,20.92,998,67.1,5
95000,70000,Individual,Manual,Second Owner,19.7,796,46.3,5
180000,70000,Individual,Manual,Second Owner,18.9,1061,67,5
610000,15000,Individual,Manual,First Owner,22,1197,81.8,5
200000,40000,Individual,Manual,First Owner,NA,NA,NA,NA
560000,26300,Individual,Manual,First Owner,23.84,1199,84,5
511000,30000,Individual,Manual,First Owner,20.85,1197,83.14,5
325000,50000,Individual,Manual,First Owner,17.57,1193,88.7,5
140000,90000,Individual,Manual,Third Owner,NA,NA,NA,NA
160000,120000,Individual,Manual,Second Owner,15,1586,104.68,5
650000,70000,Individual,Manual,Second Owner,17.5,1373,91.1,7
320000,72000,Individual,Manual,First Owner,18.6,1197,81.83,5
290000,50000,Individual,Manual,First Owner,23.01,999,67,5
80000,30000,Individual,Manual,First Owner,25.4,624,37.48,4
340000,25000,Individual,Manual,First Owner,25.17,799,53.3,5
100000,40000,Individual,Manual,First Owner,19.7,796,46.3,5
395000,10000,Individual,Manual,First Owner,25.17,799,53.3,5
200000,65000,Individual,Manual,First Owner,18.9,1061,67,5
180000,110000,Individual,Manual,Second Owner,13.87,1390,75,5
310000,72000,Individual,Manual,First Owner,15.37,1196,73,5
190000,94000,Individual,Manual,Second Owner,17.4,1599,104,5
225000,120000,Individual,Manual,Second Owner,21.1,814,55.2,5
130000,110000,Individual,Manual,First Owner,16.2,995,62.1,5
330000,23000,Individual,Manual,First Owner,18.2,1199,82.4,5
166000,50000,Individual,Manual,First Owner,16.8,796,34.2,5
140000,50000,Individual,Manual,Third Owner,20.92,998,67.1,5
720000,16000,Individual,Automatic,First Owner,17.4,1197,81.86,5
570000,15000,Individual,Manual,First Owner,20.14,1197,81.86,5
210000,200000,Individual,Manual,First Owner,17.5,1197,85.8,5
120000,120000,Individual,Manual,First Owner,19.7,796,46.3,5
95000,120000,Individual,Manual,Fourth & Above Owner,15.3,1341,83,5
196000,110000,Individual,Automatic,Third Owner,16.95,1197,78.9,5
392000,38000,Individual,Manual,First Owner,15.37,1196,73,5
150000,104000,Individual,Manual,First Owner,15,1368,90,5
595000,120000,Individual,Manual,First Owner,15.4,1497,117.3,7
35000,35000,Individual,Manual,Second Owner,16.1,796,37,4
225000,80000,Individual,Manual,First Owner,18.9,998,67.1,5
400000,65000,Individual,Manual,Second Owner,20.51,998,67.04,5
90000,100000,Individual,Manual,Third Owner,15.3,1341,83,5
125000,60000,Individual,Manual,First Owner,15.26,1150,74.9,5
81000,100000,Individual,Manual,Fourth & Above Owner,15.3,1341,83,5
170000,78000,Individual,Manual,Second Owner,16.1,1298,88.2,5
81000,161000,Individual,Manual,Fourth & Above Owner,13,1493,100,5
95000,70000,Individual,Manual,Third Owner,19.7,796,46.3,5
55000,50000,Individual,Manual,Third Owner,26,624,35,4
200000,50000,Individual,Manual,First Owner,25.17,799,53.3,5
480000,25000,Individual,Manual,First Owner,20.52,1197,81.8,5
700000,6000,Individual,Manual,First Owner,18.6,1197,81.83,5
650000,8000,Individual,Manual,First Owner,18.6,1197,81.83,5
220000,20000,Individual,Manual,First Owner,21.1,1197,85.8,5
140000,60000,Individual,Manual,Second Owner,16.6,1388,68,5
140000,75000,Individual,Manual,First Owner,18.6,1199,79.4,5
60000,113000,Individual,Manual,Second Owner,19.7,796,46.3,5
250000,80000,Individual,Manual,Second Owner,12.9,1598,102.5,5
400000,100000,Individual,Automatic,Second Owner,11.7,2354,177.6,5
610000,10000,Individual,Automatic,First Owner,21.21,1197,81.8,5
170000,100000,Individual,Manual,First Owner,20.36,1197,78.9,5
375000,90000,Individual,Manual,Second Owner,17,1497,118,5
305000,60000,Individual,Manual,Second Owner,22.74,796,47.3,5
315000,51500,Individual,Manual,First Owner,25.17,799,53.3,5
375000,90000,Individual,Manual,Third Owner,13.5,1799,130,5
150000,150000,Individual,Manual,Third Owner,18.9,998,67.1,5
75000,60000,Individual,Automatic,First Owner,18.9,998,67.1,5
465000,50000,Individual,Manual,Second Owner,17.43,1396,105.5,5
610000,40000,Individual,Manual,First Owner,18.6,1197,81.83,5
60000,120000,Individual,Manual,Second Owner,NA,NA,NA,NA
235000,50000,Individual,Manual,First Owner,22.74,796,47.3,5
330000,90000,Individual,Manual,First Owner,15.37,1196,73,5
585000,10000,Individual,Manual,First Owner,21.21,1197,81.8,5
360000,27000,Individual,Manual,First Owner,23.95,998,67.05,5
200000,50000,Individual,Manual,First Owner,16.8,796,34.2,5
240000,60000,Individual,Manual,First Owner,NA,NA,NA,NA
150000,60000,Individual,Manual,Third Owner,17.92,1086,62.1,5
700000,227000,Individual,Manual,First Owner,17.5,1373,91.1,7
130000,80000,Individual,Manual,Third Owner,19.7,796,46.3,5
220000,40000,Individual,Manual,First Owner,17.92,1086,62.1,5
275000,53000,Individual,Manual,First Owner,20.36,1197,78.9,5
570000,30000,Individual,Manual,First Owner,18.6,1197,81.83,5
250000,60000,Individual,Manual,First Owner,21.1,814,55.2,5
165000,80000,Individual,Manual,Third Owner,20.36,1197,78.9,5
75000,35000,Individual,Manual,Third Owner,16.1,796,37,4
270000,56000,Individual,Manual,First Owner,20.36,1197,78.9,5
600000,5000,Individual,Manual,First Owner,20.14,1197,81.86,5
700000,25000,Individual,Manual,First Owner,17.01,1591,121.4,5
409999,29000,Individual,Manual,Second Owner,15,1598,103.5,5
350000,47000,Individual,Manual,Second Owner,16.95,1498,97.7,5
250000,110000,Individual,Manual,First Owner,16.95,1498,97.7,5
125000,120000,Individual,Manual,Third Owner,19.7,796,46.3,5
335000,30000,Individual,Manual,First Owner,20.51,998,67.04,5
114999,60000,Individual,Manual,Third Owner,18.9,1061,67,5
220000,50000,Individual,Manual,Third Owner,21.1,814,55.2,5
191000,90000,Individual,Manual,First Owner,19,998,67.1,5
250000,20000,Individual,Automatic,First Owner,21.9,624,37.48,4
300000,120000,Individual,Manual,Third Owner,17.6,1496,88.7,5
120000,120000,Individual,Manual,First Owner,16.1,796,37,4
245000,90000,Individual,Manual,Third Owner,13.5,1799,130,5
250000,90000,Individual,Manual,First Owner,20.92,998,67.1,5
700000,30000,Individual,Manual,First Owner,18.6,1197,81.83,5
225000,35000,Individual,Manual,First Owner,15,1368,90,5
700000,35000,Individual,Manual,First Owner,16.02,1373,93.7,7
93150,80000,Individual,Manual,Second Owner,17.7,1497,78,5
229999,50000,Individual,Manual,Second Owner,19.81,1086,68.05,5
560000,25000,Individual,Manual,First Owner,16.02,1373,93.7,7
120000,40000,Individual,Manual,First Owner,18.2,1061,64,5
52000,100000,Individual,Manual,First Owner,16.1,796,37,4
45000,60000,Individual,Manual,First Owner,16.1,796,37,4
550000,30000,Individual,Automatic,First Owner,23.84,1199,83.83,5
120000,120000,Individual,Manual,Third Owner,17.3,993,60,5
565000,70000,Individual,Manual,Second Owner,18.6,1197,81.83,5
160000,90000,Individual,Manual,First Owner,19.7,796,46.3,5
310000,50000,Individual,Manual,First Owner,19.81,1086,68.05,5
330000,150000,Individual,Automatic,Second Owner,15,1396,98.6,5
405000,68000,Individual,Manual,Second Owner,20.4,1197,81.8,5
409999,110000,Individual,Automatic,Third Owner,15.6,1497,116.3,5
80000,118000,Individual,Manual,First Owner,NA,NA,NA,NA
135000,100000,Individual,Manual,Second Owner,19.81,1086,68.05,5
70000,70000,Individual,Manual,Second Owner,18.9,998,67.1,5
45000,77000,Individual,Manual,Third Owner,16.1,796,37,4
400000,17500,Individual,Manual,First Owner,20.51,998,67.04,5
350000,27000,Individual,Manual,First Owner,23.95,998,67.05,5
350000,25000,Individual,Manual,First Owner,20.51,998,67.04,5
185000,60000,Individual,Manual,Second Owner,19.7,796,46.3,5
175000,60000,Individual,Manual,Third Owner,NA,NA,NA,NA
625000,10000,Individual,Manual,First Owner,21.4,1197,83.1,5
310000,35000,Individual,Manual,Second Owner,24.7,796,47.3,5
650000,40000,Individual,Manual,First Owner,18.6,1197,81.83,5
300000,50000,Individual,Manual,Second Owner,24.7,796,47.3,5
280000,28000,Individual,Manual,Second Owner,22.74,796,47.3,5
250000,60000,Individual,Manual,Third Owner,17.5,1298,85.8,5
700000,4500,Individual,Manual,First Owner,19.5,1199,88.76,5
600000,80000,Individual,Automatic,First Owner,19,1199,88.7,5
135000,120000,Individual,Manual,First Owner,15.7,1390,75,5
550000,83000,Individual,Manual,First Owner,16.8,1497,116.3,5
450000,6750,Individual,Manual,First Owner,18.5,1198,86.8,5
650000,26000,Individual,Manual,First Owner,20.73,1373,91.1,5
430000,52000,Individual,Manual,First Owner,17,1197,81.86,5
700000,20000,Individual,Automatic,First Owner,22,1197,81.8,5
229999,18500,Individual,Manual,First Owner,18.5,1197,85.8,5
670000,50478,Individual,Manual,First Owner,15.85,1499,110.4,5
525000,9200,Individual,Automatic,First Owner,23.84,1199,83.83,5
630000,5000,Individual,Manual,First Owner,21.01,1197,81.8,5
270000,2300,Individual,Manual,First Owner,22.7,799,53.64,5
300000,40000,Individual,Manual,First Owner,22.74,796,47.3,5
90000,100000,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5
135000,50000,Individual,Manual,Second Owner,18.9,1061,67,5
275000,80000,Individual,Manual,Second Owner,15.1,1196,73,5
740000,15000,Individual,Manual,First Owner,17,1198,108.5,5
4100000,17000,Individual,Automatic,First Owner,9.5,3604,280,5
220000,40000,Individual,Manual,First Owner,18.9,998,67.1,5
590000,10000,Individual,Manual,First Owner,18.9,1197,81.86,5
350000,58500,Individual,Manual,First Owner,18.5,1197,85.8,5
575000,20000,Individual,Manual,First Owner,21.4,1197,83.1,5
200000,43500,Individual,Manual,Second Owner,18.06,1198,75,5
580000,30000,Individual,Automatic,First Owner,17.36,1197,81.86,5
350000,30000,Individual,Manual,First Owner,23.01,999,67,5
650000,56000,Individual,Manual,First Owner,17.4,1497,117.3,5
400000,12700,Individual,Manual,First Owner,20.51,998,67.04,5
520000,30000,Individual,Manual,First Owner,19.1,1197,82,5
350000,34000,Individual,Manual,First Owner,25.17,799,53.3,5
165000,90000,Individual,Manual,First Owner,19.81,1086,68.05,5
160000,65000,Individual,Manual,Second Owner,17.92,1086,62.1,5
285000,40000,Individual,Manual,First Owner,23.95,998,67.05,5
700000,19100,Individual,Manual,First Owner,19,1194,94.68,5
900000,25000,Individual,Manual,First Owner,19.34,1462,103,7
180000,49455,Individual,Manual,First Owner,19.7,796,46.3,5
220000,100000,Individual,Manual,First Owner,21.1,814,55.2,5
220000,90000,Individual,Manual,Fourth & Above Owner,17,1197,80,5
250000,80000,Individual,Manual,First Owner,21.1,814,55.2,5
318000,80000,Individual,Manual,First Owner,20.51,998,67.06,5
480000,40000,Individual,Manual,First Owner,20.14,1197,81.86,5
330000,70000,Individual,Manual,Third Owner,23.1,998,67.04,5
250000,40000,Individual,Manual,First Owner,22.74,796,47.3,5
300000,60000,Individual,Manual,Second Owner,18.06,1198,75,5
550000,50000,Individual,Manual,First Owner,18.6,1197,81.83,5
445000,25000,Individual,Manual,First Owner,18.9,1197,82,5
220000,65000,Individual,Automatic,Third Owner,12.6,1586,103.3,5
260000,65000,Individual,Automatic,Third Owner,12.6,1586,103.3,5
150000,90000,Individual,Manual,First Owner,17.92,1086,62.1,5
250000,60000,Individual,Automatic,Third Owner,20,1339,108.5,5
560000,20000,Individual,Manual,First Owner,21.4,1197,83.1,5
500000,30000,Individual,Manual,First Owner,20.85,1197,83.14,5
434999,25000,Individual,Manual,Second Owner,20.85,1197,83.14,5
400000,100000,Individual,Automatic,First Owner,16.9,1197,81.86,5
105000,128000,Individual,Manual,First Owner,0,1086,62,5
675000,5000,Individual,Automatic,First Owner,20.7,1197,81.86,5
170000,90000,Individual,Manual,Second Owner,20.36,1197,78.9,5
600000,144030,Individual,Manual,First Owner,12.8,2354,177.6,5
650000,29000,Individual,Manual,First Owner,18.6,1197,81.83,5
220000,90000,Individual,Manual,First Owner,16.8,796,34.2,8
500000,70000,Individual,Manual,Second Owner,15.04,1598,103.2,5
450000,5000,Individual,Manual,First Owner,23.84,1199,84,5
1080000,12800,Individual,Automatic,First Owner,17.8,1496,105.5,5
170000,40000,Individual,Manual,First Owner,21.1,814,55.2,5
350000,25000,Individual,Manual,First Owner,18.5,1197,85.8,5
260000,65000,Individual,Manual,Second Owner,22.74,796,47.3,5
678000,17000,Individual,Manual,First Owner,18.78,999,75,5
300000,49000,Individual,Manual,First Owner,18.5,1197,80,5
520000,29000,Individual,Manual,First Owner,18.6,1197,81.83,5
430000,5000,Individual,Manual,Second Owner,20.63,1198,67,5
650000,70000,Individual,Manual,First Owner,20.85,1197,83.14,5
525000,20000,Individual,Automatic,First Owner,20.89,1197,81.8,5
500000,15000,Individual,Manual,First Owner,21.21,1197,81.8,5
150000,77000,Individual,Manual,First Owner,17.92,1086,62.1,5
409999,18500,Individual,Manual,First Owner,20.51,998,67.04,5
290000,15200,Individual,Manual,First Owner,25.17,799,53.3,5
500000,35000,Individual,Manual,First Owner,17.3,1497,117.3,7
190000,70000,Individual,Manual,First Owner,21.1,814,55.2,5
321000,60000,Individual,Automatic,Second Owner,16.8,1497,118,5
585000,50000,Individual,Manual,First Owner,17.71,1197,78.9,5
240000,50000,Individual,Manual,First Owner,22.74,796,47.3,5
80000,120000,Individual,Manual,Second Owner,19.7,796,35,8
800000,5000,Individual,Manual,First Owner,17.19,1197,81.86,5
509999,25000,Individual,Manual,First Owner,18.9,1197,82,5
210000,35000,Individual,Manual,Second Owner,20.92,998,67.1,5
110000,80000,Individual,Manual,Second Owner,19.7,796,46.3,5
720000,30000,Individual,Manual,First Owner,17.5,1199,88.7,5
300000,120000,Individual,Manual,First Owner,18.5,1197,82.85,5
450000,140000,Individual,Manual,First Owner,16.02,1373,93.7,7
160000,100000,Individual,Manual,Fourth & Above Owner,13.9,1599,103.2,5
525000,100000,Individual,Manual,First Owner,20.14,1197,81.86,5
590000,90000,Individual,Manual,First Owner,20.14,1197,81.86,5
450000,13500,Individual,Manual,First Owner,18.2,1199,82.4,5
645000,20000,Individual,Manual,First Owner,18.6,1197,81.83,5
200000,40000,Individual,Manual,First Owner,21.1,814,55.2,5
700000,30000,Individual,Manual,First Owner,17.4,1497,117.3,5
45000,50000,Individual,Manual,Second Owner,16.1,796,37,4
350000,50000,Individual,Manual,Second Owner,20.51,998,67.04,5
169000,41000,Individual,Manual,First Owner,18,995,62,5
350000,50000,Individual,Manual,Fourth & Above Owner,16.47,1198,73.9,5
150000,70000,Individual,Manual,Third Owner,NA,NA,NA,NA
685000,30000,Individual,Automatic,First Owner,19.12,1373,91.1,5
380000,80000,Individual,Manual,Second Owner,16.2,1599,103.2,5
550000,5000,Individual,Manual,First Owner,22,1197,81.8,5
749000,25000,Individual,Manual,First Owner,17.01,1591,121.3,5
350000,60000,Individual,Manual,First Owner,20.62,1198,67,7
500000,43000,Individual,Manual,First Owner,20.85,1197,83.14,5
260000,30000,Individual,Manual,First Owner,25.17,799,53.3,5
220000,40000,Individual,Manual,Second Owner,22.74,796,47.3,5
400000,80000,Individual,Manual,First Owner,18.9,1197,82,5
650000,3500,Individual,Manual,First Owner,18.6,1197,81.86,5
60000,62000,Individual,Manual,Second Owner,16.1,796,37,4
300000,110000,Individual,Manual,Second Owner,12,2092,127,7
125000,40000,Individual,Manual,Second Owner,16.2,995,62.1,5
170000,70000,Individual,Manual,Third Owner,19.7,796,46.3,5
130000,110000,Individual,Manual,Second Owner,18,995,62,5
465000,20000,Individual,Manual,First Owner,20.51,998,67.04,5
260000,16830,Individual,Manual,First Owner,20.2,998,67.1,5
325000,38000,Individual,Manual,First Owner,23.01,999,67,5
340000,30000,Individual,Manual,First Owner,21.1,814,55.2,5
225000,80000,Individual,Manual,Second Owner,14,1595,102,5
700000,4500,Individual,Manual,First Owner,19.5,1199,88.76,5
416000,40000,Individual,Automatic,First Owner,17.01,1499,110.4,5
260000,30000,Individual,Manual,First Owner,16.8,796,34.2,8
700000,6000,Individual,Manual,First Owner,18.6,1197,81.83,5
550000,20000,Individual,Manual,First Owner,20.4,1197,81.8,5
773000,65000,Individual,Manual,First Owner,17.8,1497,117.3,5
450000,25000,Individual,Manual,First Owner,23.84,1199,84,5
409999,10000,Individual,Manual,First Owner,15.37,1196,73,5
45000,35000,Individual,Manual,Fourth & Above Owner,16.1,796,37,4
600000,80000,Individual,Automatic,Second Owner,11.07,2496,179.5,5
250000,63000,Individual,Manual,First Owner,18.6,1199,79.4,5
4100000,17000,Individual,Automatic,First Owner,9.5,3604,280,5
889000,25000,Individual,Manual,First Owner,17,1497,121.31,5
110000,70000,Individual,Manual,Fourth & Above Owner,17.3,993,60,5
250000,120000,Individual,Manual,Second Owner,17.7,1497,78,5
165000,60000,Individual,Manual,First Owner,19,998,67.1,5
118000,60000,Individual,Manual,Second Owner,19.7,796,46.3,5
120000,120000,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5
65000,90000,Individual,Manual,Fourth & Above Owner,16.1,796,37,4
150000,100000,Individual,Manual,Second Owner,19.7,796,46.3,5
150000,70000,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5
570000,90000,Individual,Manual,First Owner,20.4,1197,81.8,5
300000,71717,Individual,Automatic,Second Owner,19.34,1198,76,5
256000,90000,Individual,Manual,Second Owner,15.3,1596,99.6,5
409999,35000,Individual,Manual,First Owner,23.01,999,67,5
280000,40000,Individual,Automatic,Third Owner,12.9,1799,130,5
190000,60000,Individual,Manual,First Owner,19,998,67.1,5
215000,70000,Individual,Manual,Second Owner,20.36,1197,78.9,5
190000,70000,Individual,Manual,Third Owner,NA,NA,NA,NA
31504,110000,Individual,Manual,Third Owner,16.1,796,37,4
515000,45000,Individual,Manual,Second Owner,20.85,1197,83.14,5
300000,60000,Individual,Manual,First Owner,20.3,998,68.05,5
450000,41800,Individual,Manual,First Owner,18.6,1197,85.8,5
135000,132000,Individual,Manual,Second Owner,NA,NA,NA,NA
140000,96000,Individual,Manual,Second Owner,18.9,1061,67,5
210000,110000,Individual,Manual,Second Owner,19.81,1086,68.05,5
130000,88700,Individual,Manual,Third Owner,19.7,796,46.3,5
320000,70000,Individual,Manual,Second Owner,16.95,1498,97.7,5
200000,110000,Individual,Manual,Second Owner,17.3,1061,64,5
310000,15000,Individual,Manual,First Owner,22.74,796,47.3,5
350000,50000,Individual,Manual,First Owner,18.5,1197,85.8,5
